,timestep,reward
0,1.0,18.728099139225463
1,2.0,24.556456044992245
2,3.0,22.31776900940504
3,4.0,19.637750978000653
4,5.0,24.222507458849293
5,6.0,28.392719231176855
6,7.0,28.530284364178115
7,8.0,26.685180886046524
8,9.0,25.011386183912634
9,10.0,23.210943966211204
10,11.0,21.78352677616121
11,12.0,20.534396856030767
12,13.0,19.13901226519293
13,14.0,18.23875920045147
14,15.0,18.155835816743874
15,16.0,18.44458636980829
16,17.0,18.94911555625012
17,18.0,19.884257213619506
18,19.0,20.826725781360338
19,20.0,21.33311036162567
20,21.0,21.678265575399337
21,22.0,21.827801305971917
22,23.0,21.71696903731599
23,24.0,21.69256057065182
24,25.0,22.022621380554853
25,26.0,22.487075537678336
26,27.0,22.795999004671074
27,28.0,23.151735420165465
28,29.0,23.60167494784791
29,30.0,24.109486195576935
30,31.0,24.521980417635902
31,32.0,24.73020351620525
32,33.0,24.622437165986426
33,34.0,24.56407126470262
34,35.0,24.77643809595449
35,36.0,25.089646579548386
36,37.0,25.28402862617503
37,38.0,25.493973352390697
38,39.0,25.791061607419707
39,40.0,26.14945508540849
40,41.0,26.42403941576039
41,42.0,26.46782317764007
42,43.0,26.342005983681915
43,44.0,26.33933018801875
44,45.0,26.588362808467423
45,46.0,26.99104691961776
46,47.0,27.207897294386896
47,48.0,27.255842460935867
48,49.0,27.3075424934717
49,50.0,27.397144512225083
50,51.0,27.606804737900447
51,52.0,27.90799884275799
52,53.0,28.09706225408347
53,54.0,28.11095009453939
54,55.0,28.135066420882666
55,56.0,28.27694206495427
56,57.0,28.43837263175142
57,58.0,28.498705292493852
58,59.0,28.506358323472952
59,60.0,28.555817096566884
60,61.0,28.621410867523466
61,62.0,28.693817093109104
62,63.0,28.856083102784766
63,64.0,29.105023059008815
64,65.0,29.26717346839625
65,66.0,29.27641995265951
66,67.0,29.265845861211773
67,68.0,29.30771483658512
68,69.0,29.390807156172883
69,70.0,29.547972480775968
70,71.0,29.633204439010484
71,72.0,29.671264612323455
72,73.0,29.773916679349924
73,74.0,29.893317873441475
74,75.0,29.97874653858095
75,76.0,29.96292067791215
76,77.0,29.87931149237808
77,78.0,29.832166348588785
78,79.0,29.807494193932527
79,80.0,29.8054450833108
80,81.0,29.82190026963501
81,82.0,29.823456135528417
82,83.0,29.80256696967284
83,84.0,29.752393203351048
84,85.0,29.663681948570186
85,86.0,29.54777009831625
86,87.0,29.421529768741465
87,88.0,29.276817297177928
88,89.0,29.111589316912912
89,90.0,28.924495421760525
90,91.0,28.713278238774237
91,92.0,28.484214533651112
92,93.0,28.24560548052176
93,94.0,27.99852448559895
94,95.0,27.75462426168248
95,96.0,27.517600025400384
96,97.0,27.29347604117325
97,98.0,27.075164429326037
98,99.0,26.88646084314206
99,100.0,26.7172729612292
100,101.0,26.562666043615067
101,102.0,26.417869513010913
102,103.0,26.276534606384416
103,104.0,26.138180372550295
104,105.0,26.000879871957082
105,106.0,25.867379756923924
106,107.0,25.74399903316582
107,108.0,25.633051531346922
108,109.0,25.53313844158494
109,110.0,25.442729116283118
110,111.0,25.36225466106501
111,112.0,25.293327824953494
112,113.0,25.238439865087514
113,114.0,25.202295558209386
114,115.0,25.19752016723234
115,116.0,25.23088263525399
116,117.0,25.28730701319202
117,118.0,25.348143448135147
118,119.0,25.40550112100125
119,120.0,25.463491033862965
120,121.0,25.534359506025538
121,122.0,25.62320949925453
122,123.0,25.738311820607066
123,124.0,25.882961589147698
124,125.0,26.057870380212933
125,126.0,26.264533357611526
126,127.0,26.502702737353985
127,128.0,26.763413554382126
128,129.0,27.044741675927412
129,130.0,27.344847856638424
130,131.0,27.66078354036371
131,132.0,27.982142483893313
132,133.0,28.314036843567266
133,134.0,28.652447781822104
134,135.0,28.99542438332665
135,136.0,29.3387073352269
136,137.0,29.689421930485764
137,138.0,30.051887776949144
138,139.0,30.42538768353893
139,140.0,30.78790526469153
140,141.0,31.13200798575626
141,142.0,31.173386640078434
142,143.0,31.173205883445902
143,144.0,31.172347092874276
144,145.0,31.170803147936283
145,146.0,31.167837863744623
