,timestep,reward
0,1.0,23.779121886491478
1,2.0,9.16412514128113
2,3.0,25.34872565834676
3,4.0,26.170669342753918
4,5.0,30.62048292605803
5,6.0,32.77102991027964
6,7.0,33.64076430644761
7,8.0,31.878997843775018
8,9.0,23.14642570568342
9,10.0,17.92474249945238
10,11.0,22.59658646110747
11,12.0,25.348638207895444
12,13.0,27.237132750155148
13,14.0,29.776930340250424
14,15.0,34.265622689698915
15,16.0,39.03922397930047
16,17.0,43.89791621509519
17,18.0,48.831396901682744
18,19.0,53.90677993658963
19,20.0,60.0040616820768
20,21.0,66.27244280591218
21,22.0,72.3411279064155
22,23.0,77.23018497817426
23,24.0,79.87913601887085
24,25.0,80.021654246034
25,26.0,77.635676564372
26,27.0,73.11713322880662
27,28.0,68.4067752908307
28,29.0,64.04388155328392
29,30.0,61.04824831607238
30,31.0,59.78239665787359
31,32.0,58.15636814429584
32,33.0,53.271647556629034
33,34.0,34.25918418054769
34,35.0,54.666465371728535
35,36.0,64.16028890284659
36,37.0,70.82848496653675
37,38.0,74.55306452669736
38,39.0,76.64474928302639
39,40.0,78.23478253102007
40,41.0,78.90205881094528
41,42.0,79.42593804948967
42,43.0,80.80796660432915
43,44.0,82.59074736384497
44,45.0,85.63628318988452
45,46.0,88.69364835432025
46,47.0,91.38570301557398
47,48.0,94.54360816558267
48,49.0,97.14415634134221
49,50.0,100.31376415914558
50,51.0,102.84780394165735
51,52.0,105.93549249937553
52,53.0,108.22461096775416
53,54.0,110.68411725749066
54,55.0,112.56199680568996
55,56.0,114.45461679577673
56,57.0,116.55597750496383
57,58.0,119.69522567537489
58,59.0,123.02160346638885
59,60.0,126.51794874543172
60,61.0,131.8660461860316
61,62.0,140.2601656458044
62,63.0,156.63825631817355
63,64.0,154.85859313326625
64,65.0,145.4845605410874
65,66.0,141.46273573625655
66,67.0,139.30898530283335
67,68.0,138.73258916402915
68,69.0,139.13618315612987
69,70.0,140.13460358285533
70,71.0,140.9712886192414
71,72.0,142.4655309140036
72,73.0,143.93732013375765
73,74.0,145.42476534401294
74,75.0,146.90531428803456
75,76.0,148.4000827791405
76,77.0,149.51384985066133
77,78.0,151.43434608160283
78,79.0,152.9070381262583
79,80.0,154.49802446128
80,81.0,155.53970132623658
81,82.0,157.2634395268526
82,83.0,159.0451355506941
83,84.0,160.2415619869634
84,85.0,161.54147809732706
85,86.0,163.20071259110216
86,87.0,165.10334070180005
87,88.0,166.16628874684594
88,89.0,167.2748978790302
89,90.0,168.75087772012054
90,91.0,169.82426154882032
91,92.0,171.3623492608721
92,93.0,172.63577243453827
93,94.0,174.47168859757346
94,95.0,176.39660561001807
95,96.0,178.09228981651563
96,97.0,179.50904015238882
97,98.0,180.7851732789247
98,99.0,181.97344317264694
99,100.0,183.15120661412635
100,101.0,185.0506364295517
101,102.0,186.5652115631832
102,103.0,188.26626026921772
103,104.0,189.36183707100813
104,105.0,190.43616042453363
105,106.0,192.0007569734246
106,107.0,193.7680349725362
107,108.0,195.6025129751307
108,109.0,197.16830720655028
109,110.0,198.55924076692156
110,111.0,199.92466044269807
111,112.0,201.95945537969595
112,113.0,203.94714616450767
113,114.0,205.5353870668526
114,115.0,206.72351507872187
115,116.0,207.8293451258795
116,117.0,209.82583560327117
117,118.0,211.59438280320515
118,119.0,213.5239495699037
119,120.0,215.29960294012417
120,121.0,216.74767592766926
121,122.0,218.42765568166757
122,123.0,219.63148899950573
123,124.0,220.7259455596304
124,125.0,222.10454609028452
125,126.0,223.49454165858054
126,127.0,225.3825334261492
127,128.0,226.83559289736544
128,129.0,228.05962701528247
129,130.0,229.37134409143977
130,131.0,231.09179170263104
131,132.0,233.1286117198816
132,133.0,234.84522441797347
133,134.0,236.71640878112967
134,135.0,238.6404874358409
135,136.0,240.2694355278224
136,137.0,241.8260682340977
137,138.0,242.98283615350812
138,139.0,244.363468553066
139,140.0,245.51868945972507
140,141.0,247.07281271131512
141,142.0,248.92691738245293
142,143.0,250.49576490000507
143,144.0,252.49563592376992
144,145.0,253.61183429423653
145,146.0,254.51374058258736
146,147.0,256.10003341282936
147,148.0,257.4273240707193
148,149.0,259.096874872895
149,150.0,260.5308091719961
150,151.0,262.24624248520195
151,152.0,263.8157489301677
152,153.0,265.2147326321684
153,154.0,266.2524701689747
154,155.0,267.7663736277406
155,156.0,268.99754509933297
156,157.0,270.3944517258132
157,158.0,271.2792008430576
158,159.0,272.36181196987343
159,160.0,273.9889025755174
160,161.0,275.2881033645176
161,162.0,276.52426889391734
162,163.0,277.73918419231916
163,164.0,278.9210920046673
164,165.0,280.190598795187
165,166.0,281.3803501522548
166,167.0,282.8505969598829
167,168.0,283.7502314052966
168,169.0,285.1044429232751
169,170.0,286.19223934344507
170,171.0,287.34902163829287
171,172.0,288.81444893735704
172,173.0,289.8597655735813
173,174.0,291.50689243763975
174,175.0,293.13238111581524
175,176.0,294.4878970490175
176,177.0,296.0529777716499
177,178.0,297.1912087023197
178,179.0,298.81208611331095
179,180.0,299.8814639251216
180,181.0,301.35048136842806
181,182.0,302.302213371177
182,183.0,303.2232917356396
183,184.0,304.8873364921701
184,185.0,305.7924273915033
185,186.0,307.0662874186954
186,187.0,308.4703098488024
187,188.0,309.74929484625864
188,189.0,311.4898659528292
189,190.0,313.0658461809714
190,191.0,315.14306352841163
191,192.0,317.0150496278811
192,193.0,318.7847140904647
193,194.0,320.98465867968304
194,195.0,323.19412310186476
195,196.0,325.7244540556279
196,197.0,329.3783854095417
197,198.0,331.4415578865932
198,199.0,332.50748874674315
199,200.0,333.5622099527304
200,201.0,334.8396454138566
201,202.0,336.132974598948
202,203.0,337.46082310548206
203,204.0,338.82344308423046
204,205.0,340.761972332749
205,206.0,342.1686675693975
206,207.0,343.9537669818518
207,208.0,345.74793731515774
208,209.0,346.8877966246124
209,210.0,348.4927610057766
210,211.0,349.7805848800393
211,212.0,351.10699645775406
212,213.0,352.9692894513329
213,214.0,354.0971484956042
214,215.0,355.34077814340776
215,216.0,356.401260873719
216,217.0,357.67326827064164
217,218.0,359.26460188339536
218,219.0,360.84082361993774
219,220.0,361.9263786868934
220,221.0,363.84386320236104
221,222.0,365.22353499993426
222,223.0,366.8557859083103
223,224.0,368.1553461638507
224,225.0,369.3398019762117
225,226.0,370.4741158957223
226,227.0,372.08359278336883
227,228.0,373.8185011116616
228,229.0,375.14623638105724
229,230.0,376.7116922739483
230,231.0,378.5540578467748
231,232.0,379.929060102215
232,233.0,381.3507859646545
233,234.0,383.4439185506426
