,timestep,reward
0,100,-227.3405762
1,3100,-224.6782878
2,6100,-225.285941
3,9100,-223.0242809
4,12100,-202.5283813
5,15100,-235.5616211
6,18100,-250.7036656
7,21100,-242.6096366
8,24100,-194.4558105
9,27100,-189.4612223
10,30100,-163.9055481
11,33100,-196.914202
12,36100,-186.5165161
13,39100,-195.2412109
14,42100,-172.2451935
15,45100,-172.5403442
16,48100,-185.8122559
17,51100,-82.18615723
18,54100,-62.38136292
19,57100,-78.881368
20,60100,8.231698354
21,63100,4.867441495
22,66100,-51.97949219
23,69100,-0.538343747
24,72100,-52.7850647
25,75100,-42.88285828
26,78100,-65.96161397
27,81100,7.39264679
28,84100,9.328736623
29,87100,4.093414942
30,90100,-49.21559525
31,93100,-106.9759598
32,96100,-73.42767334
33,99100,12.17297618
34,102100,-112.0294952
35,105100,-40.21455002
36,108100,-71.99638875
37,111100,8.763316472
38,114100,-108.6705627
39,117100,-38.90535355
40,120100,6.365538279
41,123100,-99.00813293
42,126100,-76.51887004
43,129100,-90.20603027
44,132100,-208.8410645
45,135100,3.550535838
46,138100,-60.37433879
47,141100,-73.25454203
48,144100,3.136375427
49,147100,9.911948522
50,150100,7.860545476
51,153100,-54.53467178
52,156100,25.93227132
53,159100,7.336566925
54,162100,23.8271993
55,165100,6.360599518
56,168100,2.125871976
57,171100,10.58421834
58,174100,-21.66021474
59,177100,16.01635488
60,180100,12.12687556
61,183100,5.474173864
62,186100,-51.01314545
63,189100,-102.3993759
64,192100,13.22376633
65,195100,-38.83632278
66,198100,-21.66021474
67,201100,16.01635488
68,204100,12.12687556
69,207100,5.474173864
70,210100,-51.01314545
71,213100,-102.3993759
72,216100,13.22376633
73,219100,-38.83632278
74,222100,16.03377151
75,225100,9.984848022
76,228100,-70.21362813
77,231100,17.46889369
78,234100,9.181898117
79,237100,17.10807292
80,240100,-102.7936935
81,243100,18.77120845
82,246100,-38.92368698
83,249100,-171.068689
84,252100,-66.18363444
85,255100,-42.63665771
86,258100,-163.67276
87,261100,-47.04148865
88,264100,-56.11220296
89,267100,-131.553479
90,270100,14.96538671
91,273100,-42.6638298
92,276100,-140.9862467
93,279100,12.07342402
94,282100,-37.27575302
95,285100,12.95408376
96,288100,10.04911232
97,291100,4.178828557
98,294100,15.02021535
99,297100,-106.0845642
100,300100,14.24643707
101,303100,4.02859052
102,306100,15.47081757
103,309100,-38.10166168
104,312100,6.647524516
105,315100,9.324942271
106,318100,6.849685033
107,321100,15.33336639
108,324100,20.47586568
109,327100,6.695473989
110,330100,-60.978007
111,333100,6.986139297
112,336100,11.56856537
113,339100,23.13350423
114,342100,8.596485138
115,345100,14.97172292
116,348100,16.84694672
117,351100,23.67782593
118,354100,10.95260366
119,357100,15.39979808
120,360100,17.38344828
121,363100,13.74395879
122,366100,6.851872126
123,369100,14.99129995
124,372100,16.77177684
125,375100,6.714700063
126,378100,10.52119191
127,381100,17.15877914
128,384100,22.59639486
129,387100,-54.73758316
130,390100,-13.35313161
131,393100,10.56418419
132,396100,-12.69536718
133,399100,15.63374456
134,402100,18.57853063
135,405100,0.753495216
136,408100,17.43608856
137,411100,17.76853943
138,414100,-7.181285222
139,417100,11.99666595
140,420100,21.73645528
141,423100,6.154413223
142,426100,22.20745087
143,429100,9.305809657
144,432100,9.737504959
145,435100,-3.956057866
146,438100,28.14118703
147,441100,-39.46140544
148,444100,21.37364197
149,447100,12.11033758
150,450100,13.22006607
151,453100,0.654139996
152,456100,6.954149246
153,459100,11.01050059
154,462100,13.40370687
155,465100,10.98481496
156,468100,11.59766515
157,471100,16.32720184
158,474100,5.905521393
159,477100,3.145991325
160,480100,19.01795451
161,483100,18.55157598
162,486100,6.462134043
163,489100,27.15331014
164,492100,0.229037921
165,495100,4.864910126
166,498100,13.31613922
