,timestep,reward
0,1,15.851793482650294
1,2,9.736343202450954
2,3,2.3415979665069955
3,4,1.1524897028962897
4,5,1.7685367120008237
5,6,0.08243587753126747
6,7,-1.5176761822627753
7,8,-1.2032216397614235
8,9,-0.8067503100501341
9,10,-0.38714695161539225
10,11,-0.2676430522086264
11,12,-0.21587746846815037
12,13,-0.08868461054814247
13,14,-0.026878835351254793
14,15,-0.19191049571118413
15,16,-0.3493892376750125
16,17,-0.47247537144600926
17,18,-0.5826069489803132
18,19,-0.49161490609006364
19,20,-0.34738576178234837
20,21,-0.20499276517642784
21,22,-0.13898850343873903
22,23,-0.10082097036796256
23,24,-0.07184523851805125
24,25,-0.0255741263233773
25,26,0.009418443875276239
26,27,0.027985402597082043
27,28,0.04746106367049663
28,29,0.06294773040825419
29,30,0.09546450520734595
30,31,0.1203636123786822
31,32,0.1033048045993894
32,33,0.10105766946017525
33,34,0.11623540200145044
34,35,0.12200872082664205
35,36,0.15805546444775587
36,37,0.17877620947160722
37,38,0.13996226849741333
38,39,0.12635274757958825
39,40,0.1421059100758839
40,41,0.14455107227665565
41,42,0.18294695358615343
42,43,0.2053866812120333
43,44,0.1558356320313692
44,45,0.13319511258308125
45,46,0.15064360920159459
46,47,0.15236273661548694
47,48,0.1503560288950041
48,49,0.18954976956355551
49,50,0.21790142859262573
50,51,0.16361408525150978
51,52,0.13156934578573498
52,53,0.15080035922396462
53,54,0.15288769424189752
54,55,0.15006658904074754
55,56,0.14633452168355632
56,57,0.18578178130108824
57,58,0.22207969319755705
58,59,0.16669625621335626
59,60,0.1254231141439135
60,61,0.14559926835546833
61,62,0.14971151137672223
62,63,0.14730240372676917
63,64,0.20711788540518228
64,65,0.2468098396308136
65,66,0.14681956693597442
66,67,0.1002994253121301
67,68,0.1501705586774449
68,69,0.1512070415824951
69,70,0.0908519708811184
70,71,0.0947154020607428
71,72,0.15643817517150183
72,73,0.1374507751157097
73,74,0.124613177210108
74,75,0.12946670504157964
75,76,0.16253546156320908
76,77,0.2004882050645591
77,78,0.16051474403226962
78,79,0.14983967996616343
79,80,0.23057932136488546
80,81,0.2798814155635512
81,82,0.2747124374423322
82,83,0.2543513174725547
83,84,-0.01011321378226171
84,85,-0.004643797021259388
85,86,0.0020053714045218385
86,87,0.009782808713552527
87,88,0.0186587721738789
88,89,0.02737687674276401
89,90,0.0362595086009776
90,91,0.04299375426357699
91,92,0.047410264274958536
92,93,0.050064599183798464
93,94,0.051247999106422526
94,95,0.051293057388761554
95,96,0.05034551031978651
96,97,0.048368554342516745
97,98,0.045350655256910954
98,99,0.04132522205992473
99,100,0.03917354190208755
100,101,0.033707605572345756
101,102,0.02781464285652646
102,103,0.021918606643339444
103,104,0.016138523527601478
104,105,0.009870856785894944
105,106,0.004885026865778741
106,107,0.00048387842076635934
107,108,-0.003192280347107612
108,109,-0.00841460759177437
109,110,-0.012056569149336838
110,111,-0.01817374190753185
111,112,-0.02461365943935334
112,113,-0.028096755367570836
113,114,-0.03642476530976069
114,115,-0.032904827588779995
115,116,-0.033363121573643184
116,117,-0.0326448341561445
117,118,-0.03090692168443354
118,119,-0.02875847040557744
119,120,-0.02638794316003157
120,121,-0.02394402283259467
121,122,-0.021443071051692186
122,123,-0.019191141557286073
123,124,-0.01684257259408639
124,125,-0.01432931948151861
125,126,-0.011706991233566555
126,127,-0.009001854529856246
127,128,-0.006213921466766692
128,129,-0.0033715344731035657
129,130,-0.0005149061777416364
130,131,0.002482177150156417
131,132,0.00561191006860895
132,133,0.008639171128990597
133,134,0.011549528609364756
134,135,0.014345202390131817
135,136,0.017023101708474542
136,137,0.01958869982001943
137,138,0.022036023545680905
138,139,0.02436235829651423
139,140,0.02657291295470543
140,141,0.028651985117022605
141,142,0.03042837458785641
142,143,0.03188380268890967
143,144,0.033172001801773376
144,145,0.034258223737396065
145,146,0.03403134351162862
146,147,0.03374406820017839
147,148,0.04046583146480032
148,149,0.04078300440002636
149,150,0.03505757828196465
150,151,0.04021446885118962
151,152,0.040310655516421434
152,153,0.035925229208430665
153,154,0.036737027393130006
154,155,0.03607870839149996
155,156,0.03637480714800745
156,157,0.03708975971257189
157,158,0.037845183815178984
158,159,0.034336362214034466
159,160,0.03221442205187941
160,161,0.03046102501291159
161,162,0.02975441027675174
162,163,0.02887515090061754
163,164,0.028465587726500985
164,165,0.02836198482906127
165,166,0.02849461149924082
166,167,0.028774145062698153
167,168,0.029112545869281803
168,169,0.029424547789417943
169,170,0.029628759703768992
170,171,0.029649386269142042
171,172,0.029395156864040928
172,173,0.028776021565178667
